Disease,Drug
Seborrheic Dermatitis,pyrithione zinc
Seborrheic Dermatitis,sulfacetamide sodium
Seborrheic Dermatitis,dexamethasone
Seborrheic Dermatitis,sulfacetamide sodium / sulfur
Seborrheic Dermatitis,coal tar
Seborrheic Keratosis,hydrogen peroxide
Secondary Cutaneous Bacterial Infections,mupirocin
Secondary Cutaneous Bacterial Infections,sulfacetamide sodium
Secondary Hyperparathyroidism,calcitriol
Secondary Hyperparathyroidism,paricalcitol
Secondary Hyperparathyroidism,cinacalcet
Secondary Hyperparathyroidism,doxercalciferol
Sedation,trazodone
Sedation,hydroxyzine
Sedation,lorazepam
Sedation,promethazine
Sedation,fentanyl
Sedation,dexmedetomidine
Sedation,phenobarbital
Sedation,secobarbital
Subependymal Giant Cell Astrocytoma,everolimus
Seizure Prevention (Seizure Prophylaxis),lamotrigine
Seizure Prevention (Seizure Prophylaxis),clonazepam
Seizure Prevention (Seizure Prophylaxis),topiramate
Seizure Prevention (Seizure Prophylaxis),diazepam
Seizure Prevention (Seizure Prophylaxis),valproic acid
Seizure Prevention (Seizure Prophylaxis),magnesium sulfate
Seizure Prevention (Seizure Prophylaxis),clorazepate
Seizure Prevention (Seizure Prophylaxis),acetazolamide
Seizure Prophylaxis During or Following Neurosurgery,phenytoin
Sepsis,vancomycin
Sepsis,ceftriaxone
Sepsis,cefuroxime
Sepsis,ceftazidime
Sepsis,cefotaxime
Sepsis,tobramycin
Sepsis,filgrastim
Septicemia,cilastatin / imipenem
Septicemia,ceftazidime
Septicemia,cefotaxime
Septicemia,ceftriaxone
Septicemia,piperacillin
Septicemia,oxacillin
Septicemia,cefazolin
Septicemia,ampicillin
Septicemia,cefoxitin
Septicemia,penicillin g potassium
Septicemia,penicillin g sodium
Serosal Cavity Neoplastic Disease,thiotepa
Serum Sickness,corticotropin
Severe Mood Dysregulation,risperidone
Severe Mood Dysregulation,citalopram
Severe Mood Dysregulation,methylphenidate
Small Fiber Neuropathy,gabapentin
Small Fiber Neuropathy,duloxetine
Small Fiber Neuropathy,pregabalin
Shift Work Sleep Disorder,modafinil
Shift Work Sleep Disorder,armodafinil
Shigellosis,ciprofloxacin
Shigellosis,sulfamethoxazole / trimethoprim
Shigellosis,ceftriaxone
Shigellosis,ampicillin
Shigellosis,ofloxacin
Shock,dopamine
Shock,norepinephrine
Shock,epinephrine
Shock,hydrocortisone
Shock,dobutamine
Shock,methylprednisolone
Shock,dexamethasone
Shock,albumin human
Shock,phenylephrine
Short Bowel Syndrome,glutamine
Short Bowel Syndrome,teduglutide
Short Bowel Syndrome,somatropin
Short Stature for Age,somatropin
Shunt Infection,vancomycin
Shunt Infection,tobramycin
SIADH,demeclocycline
SIADH,conivaptan
Sialorrhea,incobotulinumtoxinA
Sialorrhea,rimabotulinumtoxinB
Sinus Symptoms,mometasone
Sinus Symptoms,guaifenesin / phenylephrine
Sinus Symptoms,ibuprofen / pseudoephedrine
Sinus Symptoms,acetaminophen / chlorpheniramine / phenylephrine
Sinus Symptoms,acetaminophen / phenylephrine
Sinus Symptoms,acetaminophen / pseudoephedrine
Sinus Symptoms,dexbrompheniramine / pseudoephedrine
Sinus Symptoms,naproxen / pseudoephedrine
Sinus Symptoms,acetaminophen / dextromethorphan / phenylephrine
Sitosterolemia,ezetimibe
Sjogren's Syndrome,hydroxychloroquine
Sjogren's Syndrome,cevimeline
Sjogren's Syndrome,infliximab
Skin Pigmentation Disorder,tazarotene
Sleep Paralysis,clonazepam
Sleep Paralysis,clomipramine
Sleep Paralysis,methylphenidate
Small Bowel or Pancreatic Fistula,octreotide
Small Intestine Intubation,metoclopramide
Smallpox,tecovirimat
Smallpox Prophylaxis,smallpox vaccine
Smallpox Prophylaxis,smallpox and monkeypox vaccine
Smallpox Vaccine Reaction,cidofovir
Smoking Cessation,bupropion
Smoking Cessation,nicotine
Smoking Cessation,varenicline
Smoking Cessation,clonidine
Smoking Cessation,topiramate
Smoking Cessation,naltrexone
Smoking Cessation,nortriptyline
Vasospasm,papaverine
Solid Tumors,pembrolizumab
Solid Tumors,methotrexate
Solid Tumors,hydroxyurea
Solid Tumors,docetaxel
Solid Tumors,idarubicin
Solid Tumors,bevacizumab
Solid Tumors,larotrectinib
Solid Tumors,entrectinib
Sore Throat,phenol
Sore Throat,benzocaine
Sore Throat,benzocaine / menthol
Sore Throat,menthol
Sore Throat,dyclonine
Sore Throat,benzocaine / butamben / tetracaine
Spasticity,baclofen
Spinal Muscular Atrophy,nusinersen
Spinal Muscular Atrophy,onasemnogene abeparvovec
Spinal Spasticity,baclofen
Spleen Removal (Splenectomy),amoxicillin
Spondyloarthritis,diclofenac
Spondyloarthritis,celecoxib
Spondyloarthritis,aspirin
Spondyloarthritis,adalimumab
Spondyloarthritis,etanercept
Spondyloarthritis,golimumab
Spondylolisthesis,gabapentin
Spondylolisthesis,naproxen
Spondylolisthesis,ibuprofen
Spondylolisthesis,pregabalin
Sporotrichosis,itraconazole
Sporotrichosis,fluconazole
Sporotrichosis,amphotericin b
Status Epilepticus,lorazepam
Status Epilepticus,diazepam
Status Epilepticus,phenytoin
Status Epilepticus,midazolam
Status Epilepticus,pentobarbital
Status Epilepticus,fosphenytoin
STD Prophylaxis,azithromycin
STD Prophylaxis,doxycycline
STD Prophylaxis,metronidazole
STD Prophylaxis,ceftriaxone
STD Prophylaxis,cefixime
Stem Cell Transplant Conditioning,fludarabine
Steroid Responsive Inflammatory Conditions,fluorometholone
Stevens-Johnson Syndrome,corticotropin
Stomatitis,sucralfate
Stomatitis,triamcinolone
Strabismus,onabotulinumtoxinA
Stress Ulcer Prophylaxis,ranitidine
Stress Ulcer Prophylaxis,pantoprazole
Stress Ulcer Prophylaxis,sucralfate
Stress Ulcer Prophylaxis,cimetidine
Stress Ulcer Prophylaxis,aluminum hydroxide / magnesium hydroxide
Strongyloidiasis,ivermectin
Strongyloidiasis,albendazole
Subarachnoid Hemorrhage,nimodipine
Subcorneal Pustular Dermatosis,infliximab
Subcutaneous Urography,hyaluronidase
Sucrase-Isomaltase Deficiency,sacrosidase
Sunburn,lidocaine
Sunburn,benzocaine
Sunburn,vitamin a & d
Superficial Siderosis,deferiprone
Supraventricular Tachycardia,metoprolol
Supraventricular Tachycardia,atenolol
Supraventricular Tachycardia,diltiazem
Supraventricular Tachycardia,verapamil
Supraventricular Tachycardia,bisoprolol
Supraventricular Tachycardia,amiodarone
Supraventricular Tachycardia,adenosine
Supraventricular Tachycardia,flecainide
Supraventricular Tachycardia,nadolol
Supraventricular Tachycardia,phenylephrine
Supraventricular Tachycardia,esmolol
Surgical Prophylaxis,ranitidine
Surgical Prophylaxis,clindamycin
Surgical Prophylaxis,cefazolin
Surgical Prophylaxis,metronidazole
Surgical Prophylaxis,vancomycin
Surgical Prophylaxis,cefuroxime
Surgical Prophylaxis,ceftriaxone
Surgical Prophylaxis,ciprofloxacin
Surgical Prophylaxis,gentamicin
Surgical Prophylaxis,cefotaxime
Surgical Prophylaxis,ampicillin
Sweet's Syndrome,colchicine
"Syphilis, Early",doxycycline
"Syphilis, Early",erythromycin
"Syphilis, Early",penicillin g benzathine
"Syphilis, Early",ceftriaxone
"Syphilis, Early",tetracycline
"Syphilis, Latent",doxycycline
"Syphilis, Latent",penicillin g benzathine
"Syphilis, Latent",tetracycline
"Syphilis, Latent",procaine penicillin
Syphilitic Aortic Aneurysm,penicillin g benzathine
Syringomyelia,gabapentin
Syringomyelia,tramadol
Syringomyelia,pregabalin
Systemic Candidiasis,fluconazole
Systemic Fungal Infection,voriconazole
Systemic Fungal Infection,itraconazole
Systemic Fungal Infection,flucytosine
Ventricular Tachycardia,atenolol
Ventricular Tachycardia,amiodarone
Ventricular Tachycardia,propranolol
Ventricular Tachycardia,flecainide
Ventricular Tachycardia,mexiletine
Ventricular Tachycardia,lidocaine
Ventricular Tachycardia,propafenone
Ventricular Tachycardia,vasopressin
Ventricular Tachycardia,acebutolol
Takayasu's Arteritis,azathioprine
Tapering Regimen,metoprolol
Tardive Dyskinesia,propranolol
Tardive Dyskinesia,vitamin e
Tardive Dyskinesia,tetrabenazine
Tardive Dyskinesia,valbenazine
Tardive Dyskinesia,clonidine
Tardive Dyskinesia,ropinirole
Tardive Dyskinesia,pramipexole
Tardive Dyskinesia,deutetrabenazine
Tardive Dyskinesia,chlordiazepoxide
Tardive Dyskinesia,bromocriptine
Tardive Dyskinesia,apomorphine
Temporal Arteritis,triamcinolone
Temporomandibular Joint Disorder,cyclobenzaprine
Temporomandibular Joint Disorder,diazepam
Temporomandibular Joint Disorder,baclofen
Temporomandibular Joint Disorder,ibuprofen
Temporomandibular Joint Disorder,clonazepam
Temporomandibular Joint Disorder,piroxicam
Tertiary Syphilis,doxycycline
Tertiary Syphilis,penicillin g benzathine
Tertiary Syphilis,tetracycline
Tertiary Syphilis,procaine penicillin
Tetanus,methocarbamol
Tetanus,diazepam
Tetanus,tetanus immune globulin
Tetanus,chlorpromazine
Tetanus,penicillin g potassium
Tetanus,penicillin g sodium
Tetanus Prophylaxis,"diphtheria and tetanus toxoids / pertussis, acellular"
Tetanus Prophylaxis,"diphtheria toxoid / pertussis, acellular / tetanus toxoid"
Tetanus Prophylaxis,diphtheria toxoid / tetanus toxoid
Tetanus Prophylaxis,tetanus immune globulin
Tetanus Prophylaxis,"diphtheria toxoid / haemophilus b conjugate (prp-t) vaccine / pertussis, acellular / poliovirus vaccine, inactivated / tetanus toxoid"
Tetanus Prophylaxis,"diphtheria toxoid / pertussis, acellular / poliovirus vaccine, inactivated / tetanus toxoid"
Tetanus Prophylaxis,"diphtheria toxoid / hepatitis b pediatric vaccine / pertussis, acellular / poliovirus vaccine, inactivated / tetanus toxoid"
Tetanus Prophylaxis,"diphtheria and tetanus toxoids / pertussis, acellular / poliovirus vaccine, inactivated / haemophilus b conjugate / hepatitis b vaccine"
Vitamin B1 Deficiency,thiamine
Thrombocythemia,hydroxyurea
Thrombocythemia,anagrelide
Thrombocythemia,busulfan
Thrombocythemia,peginterferon alfa-2b
Thrombocytopenia,prednisone
Thrombocytopenia,dexamethasone
Thrombocytopenia,eltrombopag
Thrombocytopenia,imiglucerase
Thrombocytopenia,avatrombopag
Thrombocytopenia,lusutrombopag
Thrombocytopenia Idiopathic,triamcinolone
Thrombocytopenia Idiopathic,eltrombopag
Thromboembolic Disorder,vorapaxar
Thromboembolic Stroke Prophylaxis,aspirin
Thromboembolic Stroke Prophylaxis,warfarin
Thromboembolic Stroke Prophylaxis,apixaban
Thrombotic Thrombocytopenic Purpura,caplacizumab
Thyroid Eye Disease,teprotumumab
Thyroid Storm,propylthiouracil
Thyroid Suppression Test,levothyroxine
Thyroid Suppression Test,liothyronine
Thyrotoxicosis,propranolol
Trigeminal Neuralgia,carbamazepine
Trigeminal Neuralgia,gabapentin
Trigeminal Neuralgia,baclofen
Trigeminal Neuralgia,oxcarbazepine
Trigeminal Neuralgia,topiramate
Trigeminal Neuralgia,phenytoin
Tinnitus,alprazolam
Tinnitus,nortriptyline
Tonsillitis/Pharyngitis,amoxicillin
Tonsillitis/Pharyngitis,azithromycin
Tonsillitis/Pharyngitis,cefuroxime
Tonsillitis/Pharyngitis,clarithromycin
Tonsillitis/Pharyngitis,cefdinir
Tonsillitis/Pharyngitis,cefixime
Tonsillitis/Pharyngitis,benzocaine / menthol
Tonsillitis/Pharyngitis,cefadroxil
Tonsillitis/Pharyngitis,penicillin v potassium
Tonsillitis/Pharyngitis,cefaclor
Tonsillitis/Pharyngitis,cefpodoxime
Tonsillitis/Pharyngitis,phenol
Topical Disinfection,povidone iodine
Topical Disinfection,iodine
Topical Disinfection,isopropyl alcohol
Topical Disinfection,silver nitrate
Topical Disinfection,sodium hypochlorite
Topical Disinfection,benzalkonium chloride
Tourette's Syndrome,clonidine
Tourette's Syndrome,guanfacine
Tourette's Syndrome,topiramate
Tourette's Syndrome,haloperidol
Tourette's Syndrome,aripiprazole
Tourette's Syndrome,pimozide
Tourette's Syndrome,quetiapine
Tourette's Syndrome,ziprasidone
Tourette's Syndrome,olanzapine
Toxoplasmosis,clindamycin
Toxoplasmosis,sulfadiazine
Toxoplasmosis,pyrimethamine
Toxoplasmosis,azithromycin
Toxoplasmosis,sulfamethoxazole / trimethoprim
Toxoplasmosis,clarithromycin
Toxoplasmosis,leucovorin
Toxoplasmosis,atovaquone
"Toxoplasmosis, Prophylaxis",sulfamethoxazole / trimethoprim
"Toxoplasmosis, Prophylaxis",dapsone
"Toxoplasmosis, Prophylaxis",clindamycin
"Toxoplasmosis, Prophylaxis",leucovorin
"Toxoplasmosis, Prophylaxis",pyrimethamine
"Toxoplasmosis, Prophylaxis",sulfadiazine
Trachoma,doxycycline
Trachoma,sulfacetamide sodium
Trachoma,minocycline
Transcobalamin II Deficiency,hydroxocobalamin
Transverse Myelitis,gabapentin
Transverse Myelitis,ibuprofen
Transverse Myelitis,methylprednisolone
Transverse Myelitis,acetaminophen
Transverse Myelitis,sertraline
Transverse Myelitis,naproxen
Transverse Myelitis,dexamethasone
Trichinosis,mebendazole
Trichinosis,albendazole
Trichomoniasis,metronidazole
Trichomoniasis,tinidazole
Trichostrongylosis,mebendazole
Trichostrongylosis,pyrantel
Trichostrongylosis,albendazole
Trichotillomania,naltrexone
Trichotillomania,sertraline
Trichotillomania,clomipramine
Trichotillomania,fluoxetine
Trichotillomania,fluvoxamine
Trichotillomania,paroxetine
Trichotillomania,citalopram
Trichotillomania,escitalopram
Tuberous Sclerosis,everolimus
TSH Suppression,levothyroxine
TSH Suppression,liothyronine
TSH Suppression,thyroid desiccated
"Tuberculosis, Active",isoniazid / pyrazinamide / rifampin
"Tuberculosis, Active",ethambutol
"Tuberculosis, Active",isoniazid
"Tuberculosis, Active",rifampin
"Tuberculosis, Active",pyrazinamide
"Tuberculosis, Active",isoniazid / rifampin
"Tuberculosis, Active",levofloxacin
"Tuberculosis, Active",moxifloxacin
"Tuberculosis, Active",ciprofloxacin
"Tuberculosis, Active",streptomycin
"Tuberculosis, Active",amikacin
"Tuberculosis, HIV Positive",rifabutin
"Tuberculosis, Latent",isoniazid
"Tuberculosis, Latent",rifampin
"Tuberculosis, Latent",pyrazinamide
"Tuberculosis, Latent",rifapentine
"Tuberculosis, Prophylaxis",isoniazid
"Tuberculosis, Prophylaxis",rifampin
"Tuberculosis, Prophylaxis",rifabutin
"Tuberculosis, Prophylaxis",bcg
"Tuberculosis, Prophylaxis",bcg vaccine
"Tuberculosis, Resistant",bedaquiline
"Tuberculosis, Resistant",aminosalicylic acid
"Tuberculosis, Resistant",pretomanid
Tuberculous Meningitis,dexamethasone
Tuberculous Meningitis,prednisone
Turner Syndrome,oxandrolone
Turner Syndrome,somatropin
Typhoid Fever,ciprofloxacin
Typhoid Fever,ceftriaxone
Typhoid Fever,azithromycin
Typhoid Fever,ampicillin
Typhoid Prophylaxis,"typhoid vaccine, live"
Typhoid Prophylaxis,"typhoid vaccine, inactivated"
Undifferentiated Connective Tissue Disease,hydroxychloroquine
"Ulcerative Colitis, Active",mesalamine
"Ulcerative Colitis, Active",budesonide
"Ulcerative Colitis, Active",balsalazide
"Ulcerative Colitis, Active",sulfasalazine
"Ulcerative Colitis, Active",prednisone
"Ulcerative Colitis, Active",cyclosporine
"Ulcerative Colitis, Active",hydrocortisone
"Ulcerative Colitis, Active",prednisolone
"Ulcerative Colitis, Active",methylprednisolone
"Ulcerative Colitis, Active",olsalazine
"Ulcerative Colitis, Maintenance",mesalamine
"Ulcerative Colitis, Maintenance",sulfasalazine
"Ulcerative Colitis, Maintenance",mercaptopurine
"Ulcerative Colitis, Maintenance",olsalazine
"Ulcerative Colitis, Maintenance",infliximab
Ulcerative Proctitis,mesalamine
Ulcerative Proctitis,hydrocortisone
Upper GI Hemorrhage,famotidine
Upper GI Hemorrhage,cimetidine
Upper Limb Spasticity,onabotulinumtoxinA
Upper Limb Spasticity,abobotulinumtoxinA
Upper Limb Spasticity,incobotulinumtoxinA
Urea Cycle Disorders,sodium phenylbutyrate
Urea Cycle Disorders,glycerol phenylbutyrate
Urinary Acidification,ascorbic acid
Urinary Acidification,potassium phosphate / sodium phosphate
Urinary Acidification,potassium acid phosphate
Urinary Alkalinization,sodium bicarbonate
Urinary Alkalinization,citric acid / sodium citrate
Urinary Alkalinization,citric acid / potassium citrate / sodium citrate
Urinary Alkalinization,citric acid / potassium citrate
Urinary Retention,bethanechol
Urinary Retention,neostigmine
Urinary Tract Tumors,bcg
Urinary Tract Tumors,valrubicin
Urography,iohexol
Urography,iopromide
Urography,iodixanol
Urothelial Carcinoma,nivolumab
Urothelial Carcinoma,pembrolizumab
Urothelial Carcinoma,durvalumab
Urothelial Carcinoma,atezolizumab
Urothelial Carcinoma,avelumab
Urothelial Carcinoma,erdafitinib
Urothelial Carcinoma,enfortumab vedotin
Uterine Bleeding,progesterone
Uterine Fibroids,leuprolide
Uterine Fibroids,ulipristal
Uterine Leiomyomata,leuprolide
Uveitis,methotrexate
Uveitis,cyclopentolate
Uveitis,atropine
Uveitis,mycophenolate mofetil
Uveitis,dexamethasone
Uveitis,homatropine
Uveitis,azathioprine
Uveitis,prednisolone / sulfacetamide sodium
Uveitis,difluprednate
Uveitis,triamcinolone
Uveitis,sulfasalazine
Uveitis,dexamethasone / tobramycin
Uveitis,dexamethasone / neomycin / polymyxin b
"Uveitis, Posterior",prednisone
"Uveitis, Posterior",dexamethasone
Vaccination and Prophylaxis,measles virus vaccine / mumps virus vaccine / rubella virus vaccine / varicella virus vaccine
Vaginal Dryness,ospemifene
Vaginal Dryness,emollients
"Varicella-Zoster, Prophylaxis",varicella virus vaccine
"Varicella-Zoster, Prophylaxis",measles virus vaccine / mumps virus vaccine / rubella virus vaccine / varicella virus vaccine
Varicose Veins,polidocanol
Varicose Veins,sodium tetradecyl sulfate
Vascular Magnetic Resonance Imaging,gadopentetate dimeglumine
Vascular Magnetic Resonance Imaging,gadobutrol
Vascular Magnetic Resonance Imaging,gadodiamide
Vasoactive Intestinal Peptide Tumor,octreotide
Vasomotor Rhinitis,carbinoxamine
Venography,iodixanol
Venography,ioversol
Venography,iopromide
Venomous Snake Bite,antivenin (crotalidae) polyvalent
Venomous Snake Bite,antivenin (micrurus fulvius)
Venomous Spider Bite,antivenin (black widow spider)
Venous Thromboembolism,dalteparin
Venous Thromboembolism,apixaban
Venous Thromboembolism,betrixaban
Venous Thromboembolism,"dextran, low molecular weight"
Ventricular Arrhythmia,sotalol
Ventricular Arrhythmia,magnesium sulfate
Ventricular Arrhythmia,acebutolol
Ventricular Fibrillation,amiodarone
Ventricular Fibrillation,lidocaine
Ventricular Fibrillation,vasopressin
Visceral Arteriography,ioversol
Visceral Arteriography,iohexol
"Visceral Larva Migrans, Toxicariasis",mebendazole
"Visceral Larva Migrans, Toxicariasis",albendazole
Vitamin A Deficiency,vitamin a
Vitamin A Deficiency,beta-carotene
Vitamin B12 Deficiency,cyanocobalamin
Vitamin B12 Deficiency,hydroxocobalamin
Vitamin D Deficiency,cholecalciferol
Vitamin D Deficiency,ergocalciferol
Vitamin D Insufficiency,cholecalciferol
Vitamin E Deficiency,vitamin e
Vitamin K Deficiency,phytonadione
Vitamin/Mineral Supplementation and Deficiency,multivitamin with minerals
